t,phi_mean,phi_var,phi_max,phi_min,saturation_frac,plastic_frac,crystallized_frac,config_flux_mean,rotation_mean,torsion_rms,coherence_C,exchange_X,dCdX,local_coherence_mean,drive_S,drive_D,drive_F,drive_TH,drive_B,drive_E,drive_IBT,drive_ZBT
12,0.33368700537270646,0.010942653973008705,0.6937949774258656,0.10379757966710318,0.0,0.03955078125,0.000244140625,0.0047838471311124715,0.008379699674922528,0.05513066245825265,0.0023078679722080327,556.6115111051406,-1.744992276477106e-05,0.9505423533896245,0.1327317905476254,0.09281032518034009,0.00036643377354138486,2.6801542940545783e-05,0.0,0.006374046611695319,0.0057165840720837385,0.011233836805433033
13,0.3350933755226371,0.010927330007004223,0.7058550337219421,0.08290331024514566,0.0,0.04052734375,0.000244140625,0.005045876154505189,0.008734401070144605,0.05718321564157423,0.002267528689773497,559.2078413335757,-1.5537038390855657e-05,0.9476524511392103,0.13306017779832974,0.09343236150435781,0.0003967208143419939,2.6316848501844046e-05,0.0,0.00646075924543227,0.005734795786312282,0.011171084562608563
14,0.33831403389929043,0.010802657346477281,0.7068030815464822,0.08752631197836262,0.0,0.041015625,0.0,0.0053195588024735705,0.009054133994575032,0.058860311041681705,0.002349378347576478,564.7123538784222,1.4869556048085043e-05,0.9447372622554728,0.1333144012123716,0.0938261451463384,0.0004276408003236723,2.63500702770848e-05,0.0,0.006503639831287579,0.005745692174884909,0.011136544170554668
15,0.341045590431224,0.010752649492973049,0.7046495366150599,0.07598728187826426,0.0,0.041015625,0.0,0.0055630988135565215,0.009341062640268197,0.06098955146392777,0.00250919119353032,568.9222683555445,3.796106710060341e-05,0.9417893697261165,0.13406634501529677,0.09472792949180134,0.0004593739368771835,2.448935275297453e-05,0.0,0.006552516525082163,0.005769370920927172,0.011033135182598096
16,0.3428918594423182,0.01064230345516945,0.7029206855815763,0.07896169076019292,0.0,0.041748046875,0.0,0.005788151202578747,0.00959944307953795,0.0631815882005085,0.002779966797788479,571.8455189818714,9.262825493631869e-05,0.9387700101633802,0.1345851559500378,0.09549276532074273,0.0004939563763264247,2.4146852304328556e-05,0.0,0.0066440354571109805,0.005790419884884173,0.010954714142420956
17,0.34616732559402297,0.010545581210189062,0.7094696821444483,0.07985611977608394,0.0,0.041748046875,0.0,0.006015471799117118,0.009831721572671384,0.06449917460808226,0.0029319550968718274,577.9449329607318,2.4918508500999508e-05,0.9358064463375957,0.1350284403204891,0.0960097206438491,0.0005258625881094027,2.3129916883139333e-05,0.0,0.006670615205303087,0.005803726203732773,0.010899246376752915
18,0.34834797080152546,0.010474146137013071,0.7195168484641781,0.09343891537717795,0.0,0.0419921875,0.0,0.006218604357095899,0.010040422783953843,0.06538453416637305,0.003230745189896633,581.4945888278071,8.41743831553417e-05,0.9328206243261321,0.13570185727393363,0.09692685116632646,0.0005587474818301892,2.055618906919346e-05,0.0,0.006720395847185631,0.005828505782044824,0.010800632044838426
19,0.35032697356628106,0.010388350903226113,0.7180191596035655,0.07984205986335896,0.0,0.0419921875,0.0,0.006404674321408269,0.010217248061348716,0.06714634200922719,0.003738140248360442,584.3723982497336,0.0001763129464369273,0.9298371635120406,0.13617742209009887,0.09753743182442715,0.0005917078736144885,2.0507255219457295e-05,0.0,0.006755400570782611,0.0058459953294460855,0.010731310888324692
20,0.35213691171732975,0.01020222370433052,0.7087611050065934,0.10304711558966383,0.0,0.042236328125,0.0,0.006590263255002436,0.010392747228317482,0.06873562008612234,0.0041365998555167776,585.6659037233833,0.0003080463247148527,0.9268306188112886,0.13658982955652957,0.09809155259855872,0.0006259364679291975,2.0094503837251096e-05,0.0,0.006805270679861792,0.005861373737546384,0.010669611525811664
21,0.35555021264521647,0.0101476756184952,0.7086831814698058,0.10666994697336599,0.0,0.04248046875,0.0,0.006776261642626217,0.010549872507391152,0.07007328058102862,0.004357901588007662,590.4893619580763,4.5880304487588945e-05,0.9238431194659984,0.13702957292675597,0.09859833528085235,0.0006596330909282074,1.9746505322357306e-05,0.0,0.006834690077878583,0.005873709437875567,0.010606858289741753
22,0.3585040878980512,0.009913902651728096,0.6881460022587645,0.10058838578346715,0.0,0.042724609375,0.0,0.006953921581358727,0.010680664852662738,0.07091010663411074,0.004560448958715852,594.6644912815877,4.851283757070324e-05,0.920862661612926,0.1376782446047669,0.0995540595406606,0.000696174005277178,1.887056658735396e-05,0.0,0.0069156837036366695,0.005901933193996067,0.010506562308814093
23,0.36142445159360836,0.009896528524083674,0.6905656327307891,0.07383479277771496,0.0,0.042236328125,0.0,0.007107952200082479,0.0107920004228442,0.07228824077728255,0.004862916014256591,598.505808194167,7.874045865631182e-05,0.9180616382293199,0.13841996714312418,0.10038114461145435,0.0007313213260902327,1.772688627762107e-05,0.0,0.00693920508049902,0.005923907836384914,0.01040700603206815
24,0.36348441333121706,0.009926131348383122,0.6958223733452046,0.08300827927310478,0.0,0.04296875,0.0,0.007251366889251502,0.010903518888819862,0.07307082456303425,0.005343720380288403,602.3146059005132,0.00012623520677685065,0.9151955722342981,0.1388842603977783,0.10119884644621036,0.0007714846925704047,1.819977279601369e-05,0.0,0.00704288953618354,0.0059495012040846375,0.010327921106593042
25,0.3668443005014535,0.009864761386193577,0.6991836528648508,0.0714783064459695,0.0,0.0439453125,0.0,0.007396051257650794,0.010990272539499628,0.07457932619305005,0.005610439303264252,607.9520417538795,4.731209896013015e-05,0.9124277207374623,0.13912936305097262,0.10177563573274079,0.0008116449518945042,1.9009868249185277e-05,0.0,0.007137272513582475,0.005968572208589892,0.010273405472027358
26,0.36891560740192375,0.009894143851692412,0.6933625368219231,0.08220186127219305,0.0,0.044677734375,0.0,0.007527157844705739,0.011073269518530769,0.07596876096315332,0.0063273189787941735,611.5736960646357,0.0001979426013688866,0.9096808401185122,0.13966305287694766,0.102716404140407,0.0008487582054768352,1.766575973615577e-05,0.0,0.0072259885658172264,0.005996611320371648,0.010187323327718958
27,0.3713991214965314,0.009708651347802928,0.6770190042289992,0.09258368550867338,0.0,0.045166015625,0.0,0.007657131873710903,0.011141510941309947,0.07711113541656525,0.0068013225832244985,615.4374362755157,0.00012267998844631614,0.9069877146102565,0.1399349992522232,0.10329637007253865,0.0008857294650868766,1.7254223697532335e-05,0.0,0.007273784767154896,0.006015522974282133,0.01013444804803686
28,0.3742054159951449,0.009775320439524615,0.6653367111879254,0.09317345360031434,0.0,0.046142578125,0.0,0.007777097916542019,0.01118800656287424,0.0778312481660107,0.00728436441197576,619.5356502153617,0.00011786642567747747,0.9043546785233131,0.1403618294628626,0.1039917540190288,0.0009247859366907456,1.683963595978124e-05,0.0,0.007364671643926117,0.006035066130796399,0.010058857684780202
29,0.37741584455281985,0.009660178567809905,0.67398555478198,0.09389539395274582,0.0,0.046875,0.0,0.007897041371752357,0.011238356372382333,0.07866231690114762,0.007778508608037911,624.7998851787131,9.386818778080478e-05,0.9017206579110901,0.14070920024434952,0.10477751647864057,0.000965586810222587,1.7654237290299447e-05,0.0,0.007480679024826055,0.006061579331562597,0.009994152758787133
30,0.38052577877616645,0.009605331192959258,0.6792468225211356,0.09908389486289487,0.0,0.047119140625,0.0,0.008006950419904318,0.01127493384277053,0.0795856886886581,0.008132775190838328,627.1962443874911,0.00014783534183970387,0.8992128064482017,0.14126591970992858,0.10567643647478955,0.001005392215807787,1.676320657620356e-05,0.0,0.00755245596460552,0.006089114031188707,0.00990782471785269
31,0.3819254386152333,0.009651009097734111,0.6848829690243973,0.08021290568576822,0.0,0.047119140625,0.0,0.008099948262544208,0.011298897327820644,0.08049526252780989,0.008655658026232816,629.4725305966317,0.00022970873930299758,0.8968873798427227,0.14180510244459082,0.10654721805732661,0.0010424172597222141,1.8513744953102115e-05,0.0,0.007643843875566748,0.006117439273702766,0.009831536059780693
