t,phi_mean,phi_var,phi_max,phi_min,saturation_frac,plastic_frac,crystallized_frac,config_flux_mean,rotation_mean,torsion_rms,coherence_C,exchange_X,dCdX,local_coherence_mean,drive_S,drive_D,drive_F,drive_TH,drive_B,drive_E,drive_IBT,drive_ZBT
32,0.38480907534385894,0.00970696334074974,0.6894852689145963,0.07693377528781561,0.0,0.04541015625,0.0,0.008196296343656855,0.011321872888197807,0.08186285369318204,0.00915146318250639,635.909578792886,7.702368246397193e-05,0.8945317103512818,0.14219318231928657,0.10693912281226534,0.0010693309405853454,1.9804583255789805e-05,0.0,0.007620595603540057,0.006131079913018628,0.009806305805481867
33,0.3881716437955547,0.009496872490381844,0.6872667603286116,0.06303174173113839,0.0,0.04443359375,0.0,0.008301697330014063,0.011332674675318975,0.08220058226654238,0.009642334479218424,642.8364610320368,7.086468049617241e-05,0.8922303668768512,0.14270740350004218,0.10774654109628051,0.0010989195315184092,2.1007359728747174e-05,0.0,0.007659002691357112,0.006159203002625835,0.00974279755288434
34,0.390059457282079,0.009376030725597829,0.6826556875709447,0.0597581475526527,0.0,0.044189453125,0.0,0.008380719111881835,0.01134589322102123,0.08314994240288773,0.010012387402988923,643.8183886055151,0.000376863766499252,0.889868381768967,0.14334730498896495,0.10868806026275532,0.0011318659553836334,1.9063156034381437e-05,0.0,0.007689943037128753,0.006186885472234118,0.009654553422573629
35,0.3930038320946023,0.00931302576402972,0.6913510040629235,0.06617267115924465,0.0,0.0439453125,0.0,0.00846920881147502,0.011357256474346995,0.08378335734324029,0.010483861366793969,646.4348402071298,0.00018019594305282926,0.8876407402135504,0.14372140754306711,0.10921664803898215,0.001162750968631483,1.818108223932561e-05,0.0,0.007722656778147974,0.006203080407791332,0.009603302335080879
36,0.39590387705860663,0.009444257055310223,0.716939289233201,0.05861424661737117,0.0,0.044921875,0.0,0.008545063881124408,0.011359378774731794,0.08549837135861448,0.011062484593839409,649.8557569153652,0.00016914274049774,0.8855523965661043,0.14407616829812553,0.11004107298648866,0.0012063015334287793,1.9262782246606357e-05,0.0,0.007847295056185614,0.006231322740182149,0.009526067577153331
37,0.3977787431006549,0.009463390571649138,0.726929997714348,0.06005103857114525,0.0,0.044677734375,0.0,0.008611055581542564,0.011359581861075253,0.0863404879181931,0.011519397788554767,650.7284753134988,0.0005235516928398501,0.8834759274132753,0.14441722548735925,0.11085308557640987,0.0012405978926570663,1.9723601340345077e-05,0.0,0.007916134545576672,0.006261295651839738,0.009475212532172912
38,0.39908059056433537,0.009510964518050242,0.7218364024327133,0.04547234952192197,0.0,0.044677734375,0.0,0.008666094941577242,0.011360904056329547,0.0876109232246117,0.011902088061397725,649.2767488479631,-0.00026361045412347673,0.881418385710872,0.14466812533339035,0.1113780480681834,0.0012790132417701623,2.08648631641067e-05,0.0,0.007986634634521515,0.006279878122600927,0.009440761628218258
39,0.4013183061613831,0.009608861914993874,0.7245763395008717,0.04693065359189666,0.0,0.045654296875,0.0,0.008724318365830121,0.011349728876183726,0.08801764414097986,0.012501849647675605,651.6098140822644,0.00025707021709467403,0.8793817260386938,0.14468936817362452,0.11174256535801391,0.001314426196317257,1.887473136352669e-05,0.0,0.008042460740330716,0.006291559409223867,0.009434361044382023
40,0.4032964025846964,0.009650109722500728,0.7416176964654442,0.04986949150869896,0.0,0.04541015625,0.0,0.008781381866691891,0.011338851216099337,0.08888287779078563,0.01305592811528305,655.7371985402017,0.00013424445269252962,0.8774444799934153,0.14494594785785322,0.11236912572518727,0.0013457416668401815,1.8818794239571594e-05,0.0,0.008104134553496189,0.006315697442815433,0.009383749883785434
41,0.4061761357604548,0.009698348691507049,0.7430637640150229,0.05964027978356852,0.0,0.044921875,0.0,0.008841546562796425,0.011328991783436151,0.08902326301383656,0.013667858248253223,659.690124036802,0.00015480436792862943,0.8756442790095733,0.14523699954080108,0.11292299272371499,0.001376696480809356,2.0974866272550576e-05,0.0,0.008149369282910629,0.006336743472099929,0.009340291397454938
42,0.40777440975583057,0.009496568623483904,0.716936182082504,0.054714931981494325,0.0,0.04443359375,0.0,0.00888979477711797,0.01131946217419878,0.0901201784576065,0.014169050510628507,663.3860387988822,0.00013560709449186457,0.8737528406966871,0.14561179192374643,0.11372931801292736,0.001410175873919145,2.0252370832900996e-05,0.0,0.008208848685584462,0.006366138285066105,0.009281533307030375
43,0.4105376347558745,0.00940290016362878,0.7185737750330258,0.05923317464767692,0.0,0.04443359375,0.0,0.008946297462809533,0.011318658506084267,0.09098679606593486,0.014622567598070459,666.453459542521,0.00014784965133408633,0.8719225987376474,0.14591592503745815,0.11417683473163258,0.0014397911427554678,1.7816213079863477e-05,0.0,0.008216951604996452,0.006377836697321643,0.009235821552996883
44,0.41294012568158234,0.009311793942181738,0.7182355218550911,0.05060366477545527,0.0,0.04541015625,0.0,0.008989132547080652,0.01131154075105217,0.09104765212603955,0.015195378694561596,670.4841137039112,0.00014211368020062795,0.8701533761033964,0.14618765711730095,0.11495053773164486,0.001479583536638015,1.694756169947639e-05,0.0,0.008322480693405934,0.006403920261290105,0.009174354117848529
45,0.4154636863012612,0.00936102401708087,0.748126419432045,0.05395963077998982,0.0,0.045166015625,0.0,0.00903399635917779,0.011289671620786323,0.0920692036984317,0.01551996167697743,673.7816959183971,9.843059590447338e-05,0.8685253596715586,0.14654632895699332,0.11562323519084305,0.0015134472788253433,1.7004124015080386e-05,0.0,0.008361765829846955,0.00642736150129934,0.009118636409271895
46,0.41859294287277754,0.009261403807839512,0.7395375699896264,0.04963705170387688,0.0,0.045654296875,0.0,0.009082630167047594,0.011273336329596415,0.09210682888792485,0.01597455275387474,678.2754655054839,0.00010116029940734177,0.8668671189261681,0.14675273196444122,0.11632983216435315,0.0015524898458533856,1.9149022517723216e-05,0.0,0.008461199295505472,0.006454955886066224,0.009072775107172389
47,0.4207155346023166,0.009261284669152237,0.721769892172051,0.034389330845772226,0.0,0.046630859375,0.0,0.009122469946667718,0.0112512697175868,0.09305211249279828,0.016247403573560876,681.7696595126295,7.808691192537175e-05,0.8652820086456336,0.14704227795964236,0.11720602400437774,0.001595916206716466,1.892248986895821e-05,0.0,0.008580934169774736,0.006486159458443287,0.009001410944469788
48,0.42385311744361626,0.00931991898502173,0.7226271403392557,0.039503039432323764,0.0,0.048583984375,0.0,0.009166722466185533,0.011231541544086223,0.09377509981286775,0.01673648553664488,685.0715046806713,0.00014812383324868452,0.8638543851820222,0.147051554508598,0.11780034968864865,0.0016376931135746382,1.9562215537683062e-05,0.0,0.008731664515213018,0.006507981763987527,0.008971169885976406
49,0.4259294606445465,0.009287782956542728,0.7341280048076023,0.0646639104856201,0.0,0.04833984375,0.0,0.009195477835542483,0.01121281420301751,0.09429191489363846,0.017122197720645205,689.3859691311096,8.93997826221837e-05,0.862459718354352,0.147359139325033,0.11867887288421256,0.001668652443526009,2.0720993718555594e-05,0.0,0.008808299910671181,0.006542536674384781,0.008910738562735523
50,0.42856214627399136,0.009245475417222525,0.7303591386536065,0.045428543247148276,0.0,0.048583984375,0.0,0.009236291711495242,0.011204979553475292,0.09500046646823374,0.017448982992317074,690.9280116196805,0.00021191716447107334,0.861122655626947,0.14755046915730968,0.11926024898047304,0.0016969931179181897,2.0309246451411408e-05,0.0,0.008862833624101384,0.006564171746350776,0.008862965919145488
51,0.43070142563200875,0.009208521406426029,0.7421832836326663,0.03456664329011018,0.0,0.048828125,0.0,0.009267943976620573,0.011180801633801474,0.0955327144878317,0.017822546976042863,687.6219201930992,-0.0001129926355702963,0.8598555283814935,0.14779624675456388,0.1199974009567176,0.0017373533048744422,2.0106318614248805e-05,0.0,0.008936510754876262,0.006591535816256055,0.008814685381002474
52,0.43190534571332173,0.009329945807312105,0.730151210351146,0.03889060842942584,0.0,0.049072265625,0.0,0.009289041181160057,0.011160602826276867,0.09598508347043026,0.01827352873444617,686.3167781141722,-0.00034554227136256963,0.8586123313398553,0.14798351080052022,0.12059639917696247,0.0017694435811046881,2.0327437313067435e-05,0.0,0.008997688932229006,0.006614405234875242,0.00877167122258067
53,0.4349550408381909,0.00939145016919243,0.7287843085088752,0.03247946170543616,0.0,0.04931640625,0.0,0.009323725667535972,0.01115048789082132,0.09659321162975475,0.018759674375680692,690.5737380478547,0.00011420019187588974,0.857458142125356,0.14797959321889162,0.12093349679973009,0.0017980309720478278,2.076350471059167e-05,0.0,0.009043867873853823,0.006629441602078441,0.00875775216152256
54,0.4361267182651435,0.009352862512338113,0.7202371386222131,0.03268332573031256,0.0,0.051513671875,0.0,0.009341875142422363,0.011131761619861909,0.09693424127302501,0.019331339310324266,686.4100017297873,-0.00013729614244854666,0.8562727866524791,0.1479724800356873,0.12178741143469349,0.0018420650805378747,2.268704655000972e-05,0.0,0.009252189795200242,0.006664451188326887,0.008703990120761305
55,0.4380574944104134,0.009192955543348421,0.7279159568198567,0.046360577835367324,0.0,0.052001953125,0.0,0.00936626000481919,0.011116854544614295,0.09741497193419532,0.019656652361177147,691.6994842247568,6.150186736836048e-05,0.8552249134502388,0.14803995303513345,0.12211548111424018,0.0018749589497759555,2.3332634809083487e-05,0.0,0.009291551890890894,0.006677037400493304,0.008674057818302234
56,0.439624970132889,0.009201425375451527,0.7126653540987234,0.029365912472771052,0.0,0.05322265625,0.0,0.00938494133223338,0.011100545948909085,0.09752511278426043,0.020105738373741806,686.0273116135398,-7.917354483828137e-05,0.8541522256851011,0.1481721385746378,0.12265609843491576,0.0019112922166528424,2.4348531410271464e-05,0.0,0.009401913639088325,0.006696287928414512,0.00862727548000703
57,0.44112460765621797,0.009164230605644471,0.7072049630045065,0.04582053588025438,0.0,0.053955078125,0.0,0.009400843425002416,0.011087969454404538,0.09817887751807207,0.020736033954559665,679.4531552392483,-9.587474725770919e-05,0.8530994983158199,0.1482095180056735,0.12309499163720891,0.0019415850856246948,2.4338215155358058e-05,0.0,0.009482809399854228,0.006713302123989098,0.008608604496736633
58,0.4427277355550592,0.008977153289601435,0.7039206667406382,0.0535702123004462,0.0,0.05517578125,0.0,0.009416972531607292,0.011076946186831256,0.09868177510832638,0.021217440954314562,678.2410022037384,-0.00039715034789512745,0.8520183945409485,0.14822050437758777,0.12351489014374104,0.001977335942234722,2.521271153951369e-05,0.0,0.009593026611615929,0.0067297667923432135,0.00857353472017707
59,0.44369536801676235,0.008824570341061499,0.7037935134417539,0.04997067519618881,0.0,0.056884765625,0.0,0.009432709450956377,0.011072559895891136,0.09877118657441573,0.021846172762309147,678.7439365101657,0.0012501271039968252,0.8509536165124703,0.1482677376468382,0.12396376595541658,0.0020135107634265837,2.5042623178854374e-05,0.0,0.009693260974375676,0.006744604676393335,0.008534369872177297
60,0.44584554252215747,0.0088368481018646,0.7035960111381823,0.05242642615040798,0.0,0.058349609375,0.0,0.009442862306895231,0.011054737176667797,0.09934519934782948,0.022345378659598476,678.6457946091163,-0.005086572523574496,0.8500276963140153,0.14827184551486927,0.12423470304469347,0.0020515406942750135,2.4791352111208924e-05,0.0,0.009776055677049054,0.006753357375343608,0.008503744337204177
61,0.44769114622095024,0.008573943599221218,0.6923219453820646,0.044159602792768995,0.0,0.0595703125,0.0,0.009473569001317624,0.011047238683972602,0.09939707186087922,0.023090455176967808,674.6995181361468,-0.00018880494625068403,0.8491738778835545,0.14829434339677255,0.1248367519062041,0.0020947668401123613,2.663411494193611e-05,0.0,0.009908870813172526,0.006778911063489735,0.00846134420651486
62,0.4493577085018866,0.008631730371118288,0.6795422560924987,0.06874583401014212,0.0,0.0595703125,0.0,0.009486531319939134,0.011030109765407905,0.09962284990317499,0.023677900123985157,677.1938769777094,0.00023550939713604276,0.8482193405891117,0.1485836445417404,0.12535352094186608,0.0021204482579421325,2.5175926423988273e-05,0.0,0.009936018020856814,0.006795330231203258,0.008411261670965902
63,0.4513890099103113,0.008550048789260172,0.6862389021425803,0.06896650578618391,0.0,0.0595703125,0.0,0.009506811024286051,0.011020430104309281,0.09953173561923011,0.02426066589967849,680.5473196011267,0.00017378134685348056,0.8474838137198833,0.14866585614735806,0.12582015838052826,0.002145508029037774,2.6967325294065608e-05,0.0,0.010001235932041734,0.0068163420196886565,0.008378134493406707
64,0.4530922561608579,0.00830226855269003,0.685904193323161,0.06167241907127906,0.0,0.059326171875,0.0,0.009523689930818546,0.011012264789772273,0.09899592595515638,0.0245600022731756,679.6624331767832,-0.0003382766028072001,0.8467334631217427,0.1488789792578597,0.1263889227748872,0.0021722266330405147,2.7266489548554546e-05,0.0,0.010057274647372764,0.006838659594674431,0.00833601812155815
65,0.45509772640202517,0.008250631680138329,0.6907892668356517,0.06293942996586821,0.0,0.0595703125,0.0,0.009542497566278558,0.011003257514387079,0.0990887553481795,0.02514786331855438,681.4883084683305,0.0003219612248986709,0.8460241820918386,0.14911597424778866,0.12686583172504023,0.00219821458887053,2.6476237496255716e-05,0.0,0.01010049871870805,0.00685387807162578,0.008298433576926396
66,0.45747604084501603,0.008114153653669834,0.6901942455201946,0.06586789111719411,0.0,0.06005859375,0.0,0.009560721362417575,0.011012630919085512,0.09904281867084813,0.025756419327853372,677.3452394593187,-0.0001468853181000097,0.8453014913660494,0.1492247718216183,0.12742736339256708,0.0022264080316232327,2.802217963112766e-05,0.0,0.010193117210343727,0.006876889447771789,0.008262184878673435
67,0.45912809119328896,0.008326073492235651,0.6984233264007197,0.04551097436741955,0.0,0.06005859375,0.0,0.009561999450171235,0.011001576365547444,0.10032752133472578,0.026181076347534638,674.6353259515915,-0.0001567050086544763,0.8447245841266067,0.14945338128925,0.1280932914366045,0.0022578394317682568,2.8975891618660105e-05,0.0,0.010264836656917728,0.006902807485493338,0.008214283254757447
68,0.46210584270369265,0.00826777497081404,0.7184531776012708,0.06111550972524441,0.0,0.060791015625,0.0,0.009584759901061116,0.01099731312782938,0.10068902214000876,0.026650960202434435,669.8973210442975,-9.917335758273009e-05,0.844095782100851,0.14932775293675898,0.1285558655341209,0.0022833171529348328,3.16572685666986e-05,0.0,0.01034958011080789,0.006926536499163175,0.008197444289249694
69,0.4632496351500176,0.008049191988685908,0.7086234580663291,0.06699374857660592,0.0,0.062255859375,0.0,0.009595724963434275,0.010991319737592762,0.10076176789362461,0.0272930601299394,670.4370341955821,0.0011897059131813221,0.8435380891507948,0.14938650493773503,0.12938963595703395,0.002321287378487735,3.6847051414389376e-05,0.0,0.01055016382517466,0.0069627501317249966,0.008142395655797684
70,0.4648598179784509,0.007914767154098452,0.7113697409949953,0.06402676586713088,0.0,0.06494140625,0.0,0.009603959718097318,0.010984195436499153,0.10063281444671889,0.0278507067954806,669.9390238167131,-0.001119749083960073,0.8430200423315546,0.149290128570163,0.12970989784200493,0.002351555727170882,3.784966890407197e-05,0.0,0.01069268416361066,0.006973131367120683,0.00811324221397099
71,0.46615906983245214,0.007856724423437014,0.7298021609133876,0.0612347118085602,0.0,0.06591796875,0.0,0.009611566526158657,0.010973828692157843,0.10061640247455927,0.02844213617116394,665.7413278175668,-0.00014089380836621423,0.8425631126052169,0.1493285604158475,0.1301607490339663,0.0023722221281939028,3.6149634158977334e-05,0.0,0.010764236242533788,0.006989713234196162,0.008078220865312229
72,0.4667958541281645,0.00785298008081037,0.7192370146869298,0.06688714886620535,0.0,0.067138671875,0.0,0.009612596038994847,0.010968532592420123,0.10122704603838911,0.028777634853832418,661.6367434048843,-8.173755219452748e-05,0.8421324240127086,0.14928706801659386,0.13052453955308663,0.002398215675753635,3.675770038127473e-05,0.0,0.010841604323836415,0.007004343059623302,0.008056664421524393
73,0.4681342651628222,0.007817218693816838,0.7129474243214853,0.08723683717788637,0.0,0.069580078125,0.0,0.00962186284367921,0.01096931148925399,0.10174065056820908,0.02918970002143277,653.8119892165665,-5.26617396129272e-05,0.8416743965026867,0.14904909653176635,0.1307028391558861,0.002437826919525215,3.8283190110378977e-05,0.0,0.01096559982704743,0.007012399904017248,0.00804179107806388
74,0.46815567351657406,0.007817483382285545,0.7296733062685792,0.0800526213586096,0.0,0.072509765625,0.0,0.009615498726857186,0.010962124103357097,0.10219272097370259,0.029554072604005572,643.7844638188614,-3.633723856298467e-05,0.8412286655594232,0.14880254727755085,0.13107759424559023,0.0024810133409878905,3.887764919716088e-05,0.0,0.011130965115138306,0.007028631980033081,0.008012807614126476
75,0.47015903293201367,0.007825801643208131,0.7180944084062568,0.08044076209792642,0.0,0.075927734375,0.0,0.009623190572019063,0.010964117939990466,0.10264990000983198,0.02996546710348123,639.9184467011926,-0.0001064130051559964,0.8410168753574224,0.1484464191992052,0.13108358858464075,0.002531458926346864,4.171912061144075e-05,0.0,0.011310177274747002,0.007030093492952539,0.008010738213064758
76,0.47156600726186965,0.008053944628523524,0.7201011456106375,0.06502945781832131,0.0,0.07666015625,0.0,0.009624696200671199,0.010966670409100904,0.10326579309408207,0.030493584954137475,646.0887631644662,8.559007529024821e-05,0.8406911605624344,0.14845051629957048,0.1316445292209638,0.002560031066008884,4.294833502313487e-05,0.0,0.011425211888843928,0.007055008593438226,0.00797797540907145
77,0.4724412064034649,0.00801191205041542,0.7187688107886177,0.07762836764439728,0.0,0.078125,0.0,0.009627603783515147,0.01096191511057245,0.10402488329052599,0.031056655400981445,648.6435228265748,0.00022040055477438996,0.8404517899387935,0.14820767255896006,0.13203848203332352,0.002596198121779668,4.680450646790767e-05,0.0,0.011567770636584198,0.007077320259430422,0.007965616685994279
78,0.474974441335196,0.008072625761795906,0.7183488986736056,0.07464153085558439,0.0,0.08251953125,0.0,0.009638549747538479,0.0109687741917844,0.10467914032961383,0.03155276726326721,650.6297850012365,0.00024977159038446005,0.8402867096940669,0.14778720939459777,0.1322835377929702,0.0026339825334306755,4.744423578327194e-05,0.0,0.01180130700884469,0.007087453881919232,0.007950898200704604
79,0.47791510915168933,0.008033720611816106,0.7240618183948706,0.08798415157904113,0.0,0.08642578125,0.0,0.009649046291886692,0.010967147832365895,0.10484280876000318,0.031879809017362454,643.9097683900534,-4.8666807393153804e-05,0.8400904705245372,0.14742419942749438,0.13299284357385488,0.0026817381264325696,5.177621372234074e-05,0.0,0.012086390992057085,0.007121003044124521,0.007915209881999034
80,0.4797571065981308,0.008035669842358819,0.739395446268439,0.07236343238471594,0.0,0.09130859375,0.0,0.009655340901264207,0.010979070011409815,0.10529554549320903,0.03244454475643614,639.7867877970052,-0.00013697268913317198,0.8400402193338878,0.1470270335699743,0.13381623056247305,0.002748886961780833,5.620018816161434e-05,0.0,0.012434501218773092,0.00715876193541681,0.007861994043912163
81,0.48067998086142466,0.008043725775094074,0.7402783156154629,0.0760971921380549,0.0,0.09423828125,0.0,0.009649250877627972,0.010984641084569433,0.10557819974712768,0.032840813295646226,646.2971294163133,6.0867549259604126e-05,0.8399636169746312,0.14676673771527243,0.13433198984747663,0.0027898796513437943,5.8299089057535515e-05,0.0,0.012643879944149117,0.00718256215818733,0.007835136497931243
82,0.48163127476663664,0.008034107771134603,0.7318438319328051,0.07351012575593112,0.0,0.0966796875,0.0,0.009649910515354162,0.01099201181484025,0.10571323066276295,0.03337068629785179,645.6508863674127,-0.0008199283583892943,0.8399373515485756,0.1465322770760955,0.13459039464119893,0.002830550906858818,6.035063123332734e-05,0.0,0.012816030323706621,0.007195241694369228,0.007819197168500165
83,0.48314618162050244,0.008084693819295014,0.7313953881813098,0.08325955420589413,0.0,0.09912109375,0.0,0.009645932944514615,0.010997992908038028,0.10574838678687622,0.03391243184737089,636.1353357014862,-5.69326535624463e-05,0.8399467477156182,0.14630967002554404,0.13485675693465826,0.002868098026327,6.207095309985817e-05,0.0,0.012985195629528826,0.007207746737109168,0.007803724350325565
84,0.48505773760432147,0.008028543509675964,0.7432260888281533,0.09444832918582705,0.0,0.103515625,0.0,0.00965572910984664,0.011000718878722154,0.10611185487913306,0.03439180141578951,646.4214501684669,4.6603561525339174e-05,0.8400794052124521,0.14582186211261164,0.1352809308537407,0.002905992824951892,6.342685307642325e-05,0.0,0.013223509766375655,0.007228368434413594,0.0077813277040533705
85,0.4866499087259125,0.007975172661969704,0.7398579967866208,0.09707312831663346,0.0,0.1064453125,0.0,0.009660078460057321,0.011005459329155098,0.1061734731510988,0.03494340791912653,641.9246350811677,-0.00012266604088190773,0.8401827062912384,0.1455801878781871,0.13581616652921003,0.0029338206216586948,6.594711494774061e-05,0.0,0.013423718219809434,0.0072528360960428286,0.007748330884283736
86,0.4875209208519382,0.007800195239915835,0.741954115037117,0.11188644528732643,0.0,0.10986328125,0.0,0.009666578922242755,0.011003328164411238,0.10616018838074766,0.035463820941352565,634.8485509235841,-7.354534098754276e-05,0.8403022556113529,0.14527558286456274,0.1362619744432555,0.0029642578801084936,6.769112446296482e-05,0.0,0.013628013562448818,0.007272892106989224,0.0077216699920683194
87,0.48926048077283113,0.007576492812513951,0.7383470562052801,0.10283135150652284,0.0,0.11279296875,0.0,0.009681845610778238,0.01101441400259854,0.10567349547707137,0.0357346067798189,628.0824751950179,-4.002110666942183e-05,0.8404206555458399,0.14506901153180968,0.1365058578385427,0.00298803829912736,6.753283863671476e-05,0.0,0.013760346740353091,0.007281457804650979,0.007698007512110213
88,0.49010195895915765,0.007611810607281411,0.7477348357499964,0.10799025943640708,0.0,0.115234375,0.0,0.00968656391226445,0.01102232346260046,0.10637545606744685,0.03625072003925091,634.8915162981184,7.579822938607241e-05,0.8406360240009161,0.14494701537764004,0.13699293461639273,0.0030081626395011235,6.69097387416357e-05,0.0,0.013873105063333592,0.007299712227816435,0.007662938545905423
89,0.490621252571276,0.0075928051624824825,0.74676101232295,0.09993256370407157,0.0,0.12060546875,0.0,0.009683149316908606,0.011027291821185038,0.10629635478238735,0.03655710436522729,634.7154270307233,-0.0017399375357095863,0.8408183145450296,0.14435010922850344,0.13722854850856417,0.003074005625834135,6.957749924696239e-05,0.0,0.01415075738703953,0.00731211170499033,0.007651021056470888
90,0.4916390827684539,0.00756673405745341,0.7471876029738571,0.11351183408081826,0.0,0.123779296875,0.0,0.009679557685401843,0.01102850510999901,0.10682146082847029,0.03706597627287398,635.3771804854962,0.0007689750676425516,0.8409601241262057,0.14401325244537666,0.13737395071995728,0.0030971461245399142,6.966951468574941e-05,0.0,0.014293043060305594,0.007318484518940264,0.007642488576142624
91,0.4920860839662402,0.007487537889525799,0.7425413947657319,0.11254001908629548,0.0,0.126708984375,0.0,0.009681738680937711,0.011037925660662772,0.1069328735010968,0.03750243155056119,635.1791094352716,-0.002203528871040467,0.8411058046485957,0.1437488153190613,0.1376589431751671,0.003133765429022996,7.324710067335179e-05,0.0,0.014508160813884702,0.007332418663619762,0.007625467528956317
92,0.49411571718188535,0.007399671516301278,0.7396387259480157,0.10967235908144816,0.0,0.126953125,0.0,0.009683251767291307,0.011044656628963208,0.10704334529415145,0.03788976916219472,640.683402842998,7.03700880279783e-05,0.8413017757196322,0.14376104412001267,0.13778410351054726,0.0031303913138812853,7.102765961581417e-05,0.0,0.014514685755115905,0.0073359700239152385,0.007616905694086549
93,0.495355300697057,0.007315292257194984,0.7570886437153064,0.10016867279294794,0.0,0.12939453125,0.0,0.00968611505562166,0.01105635059669672,0.10700333122381651,0.0383386192885794,648.5476077114768,5.7075080556937136e-05,0.8414554649869891,0.14357098903763293,0.13835240081092792,0.0031656192916129445,7.424969613423264e-05,0.0,0.014697757936723253,0.007361818523721723,0.007584704421935513
94,0.4947863350013128,0.0072878031259510844,0.7591621383365083,0.10906587481218201,0.0,0.13330078125,0.0,0.009681095852199745,0.011053825805219172,0.1067608960485803,0.03869893730430906,645.4368962718108,-0.0001158313854300661,0.8416458705627208,0.14320937512761733,0.13869948419517597,0.003206118724372184,7.623225761920753e-05,0.0,0.014909437912041109,0.007377203504680218,0.007563665781097837
95,0.4948415802926001,0.0071846639865450965,0.7695781371193116,0.1196855297968484,0.0,0.136962890625,0.0,0.009681405986213108,0.011063266356356894,0.10737755733012598,0.03903788829484787,649.7625668127843,7.835802272230678e-05,0.8418417567939147,0.1428181324620514,0.1385401738003676,0.0032365647781079166,7.492546874797498e-05,0.0,0.01504278144997558,0.0073690618483714535,0.007569642443719583
96,0.4960839976635476,0.007185235777319617,0.7573468957590306,0.11280205416769441,0.0,0.139404296875,0.0,0.009685110229193796,0.011064529368281707,0.10805739003753106,0.03926464085561724,641.7747328219752,-2.838724002405145e-05,0.8420203473728864,0.1425702184135119,0.13855564248192803,0.0032424576948007202,7.068470256334693e-05,0.0,0.01506929801621928,0.007366730898949266,0.007566349506168515
97,0.49757302218633875,0.007196969512553364,0.7584588651287056,0.10533915180460074,0.0,0.142333984375,0.0,0.009688876366862494,0.011071266746846239,0.10790803483341617,0.039446654534217425,644.8657907951646,5.8883942060907004e-05,0.8422733146519408,0.14226784378802276,0.1389035193457933,0.003264167897118966,7.417830048172134e-05,0.0,0.015262149401504952,0.007383962302817159,0.007548304470653015
98,0.4982918133553943,0.00720297865538649,0.7460442681241001,0.09435046057511644,0.0,0.14404296875,0.0,0.009683596218679175,0.011072315410269564,0.10862044356956561,0.039732725232116295,642.3254413582615,-0.00011261076674853801,0.8424326895799257,0.14207916266364007,0.13932044621217488,0.0032864268934257278,7.667806325352377e-05,0.0,0.015375705083196068,0.007404578161289718,0.007528711532249819
99,0.4994616835935146,0.007108030161991133,0.7497696642352026,0.09785961811381577,0.0,0.1474609375,0.0,0.009682207240088973,0.011077697156563638,0.1091095886577325,0.04006645312437561,638.2530590479719,-8.194905753717858e-05,0.8426726067866361,0.14170018668133008,0.13952170773951045,0.0033317543346662233,7.817561390938817e-05,0.0,0.015547630387173614,0.007414691009641,0.007519160258135729
100,0.5010197124690217,0.006989117915828473,0.7556705176349856,0.10757749784589621,0.0,0.152587890625,0.0,0.009693449388901881,0.011082117324436584,0.10920396034158282,0.04057623723283433,627.9394536362161,-4.9428312225097375e-05,0.8428761433376706,0.14120092215802643,0.13984927140618414,0.0033746259561467868,7.962322460539602e-05,0.0,0.015830995712939985,0.007428893328280271,0.007499256621799441
101,0.502178989619247,0.006950011480059117,0.7610484891642557,0.10898588765975332,0.0,0.15869140625,0.0,0.009700812548649546,0.011080895226208247,0.10943690664987729,0.04084863534054645,633.4246235644773,4.966083298689553e-05,0.8431470744391811,0.14062509152077296,0.14028551949132606,0.003414181179447201,8.234390456848504e-05,0.0,0.016179772700652132,0.007448312842435465,0.007471378408868516
102,0.5034314434938827,0.0069788535755255805,0.7566566916643775,0.11819587721873923,0.0,0.162353515625,0.0,0.009711638969501717,0.011071137296145164,0.1095721248205236,0.041087231932830884,633.2341038647668,-0.0012523460442512816,0.8433871099765521,0.14023975111603695,0.14061011709338916,0.0034412073310491243,8.516210157927888e-05,0.0,0.016364424794392807,0.007464298808540553,0.007452718321206298
103,0.5046735929616099,0.006949535065266684,0.7538724379537721,0.11781032065926371,0.0,0.168212890625,0.0,0.009714875216195823,0.011076896413324867,0.11007108099691092,0.04143203384734368,635.9960717425471,0.00012483921963274324,0.8436622804410701,0.13958270483340812,0.14096080417828719,0.0034818410348161875,8.846874100303051e-05,0.0,0.016679005134613834,0.007482544454014384,0.007436394405106195
104,0.5044709475123743,0.0068952295811924805,0.746883845984827,0.1254867295525154,0.0,0.17041015625,0.0,0.009714428855911436,0.011075091761340493,0.11026461651307178,0.04150846591944252,633.978324555223,-3.7879905163047876e-05,0.8439661181068494,0.13936597287487779,0.14130860602925077,0.0034997116087446822,9.163751792314287e-05,0.0,0.01682189512474091,0.007499954776755533,0.007417234524111414
105,0.5049922715734323,0.006933969412189177,0.7577279276223695,0.12042409285783426,0.0,0.17333984375,0.0,0.009711248541577972,0.011081532267846994,0.11027271391370608,0.041797836928715165,621.1227249704336,-2.2509335901767082e-05,0.8442113199617804,0.1390520180802537,0.14125186530346484,0.003508561833825536,8.891663364066735e-05,0.0,0.01689903300721674,0.007495186031641749,0.007419344758323976
